review_id,review_date,channel,topic,district,review_text,sentiment_label
R00286,2024-07-27,App Review,Product Availability,Rumphi,I bought what I needed and left.,neutral
R00287,2025-05-01,App Review,Product Availability,Mangochi,I could not find the product and prices were confusing.,negative
R00288,2025-08-31,Facebook,Delivery,Dedza,The app kept failing and payment did not go through.,negative
R00289,2025-03-19,Survey,Product Availability,Zomba,The service was fast and the staff were helpful.,positive
R00290,2025-05-07,Survey,Product Availability,Kasungu,I am happy with the customer care and product availability.,positive
R00291,2025-12-13,Email,Product Availability,Mzuzu,The queue was too long and staff were rude.,negative
R00292,2025-09-07,WhatsApp,App,Mangochi,The service was fast and the staff were helpful.,positive
R00293,2025-05-02,Email,App,Salima,I am happy with the customer care and product availability.,positive
R00294,2025-09-17,Email,Product Availability,Karonga,I am happy with the customer care and product availability.,positive
R00295,2024-09-29,Facebook,Product Availability,Rumphi,The service was fast and the staff were helpful.,positive
R00296,2024-03-26,App Review,Product Availability,Dedza,I bought what I needed and left.,neutral
R00297,2024-06-17,App Review,Product Availability,Blantyre,I am happy with the customer care and product availability.,positive
R00298,2024-05-05,Email,Product Availability,Lilongwe,The shop was open and stocked as usual.,neutral
R00299,2024-08-17,WhatsApp,Product Availability,Zomba,I could not find the product and prices were confusing.,negative
R00300,2024-12-17,Email,Product Availability,Mangochi,Delivery was quick and the product quality was excellent.,positive
R00301,2024-12-15,Email,Service,Salima,Delivery was quick and the product quality was excellent.,positive
R00302,2025-07-29,Survey,Product Availability,Rumphi,The app kept failing and payment did not go through.,negative
R00303,2025-08-29,Survey,Delivery,Salima,I could not find the product and prices were confusing.,negative
R00304,2024-03-18,Email,App,Zomba,The queue was too long and staff were rude.,negative
R00305,2024-02-08,WhatsApp,App,Mzuzu,The order was completed without any major issue.,neutral
R00306,2025-09-11,App Review,Service,Kasungu,The app kept failing and payment did not go through.,negative
R00307,2024-08-04,WhatsApp,Delivery,Thyolo,The product was available in the branch.,neutral
R00308,2025-12-15,Email,Delivery,Rumphi,The app kept failing and payment did not go through.,negative
R00309,2024-07-28,App Review,Delivery,Mzimba,"Very good experience, clean shop and fair prices.",positive
R00310,2024-04-25,Facebook,Product Availability,Blantyre,"Very good experience, clean shop and fair prices.",positive
R00311,2025-11-27,WhatsApp,Pricing,Dedza,The app kept failing and payment did not go through.,negative
R00312,2024-08-16,WhatsApp,Pricing,Mzuzu,I could not find the product and prices were confusing.,negative
R00313,2024-11-28,Survey,Pricing,Lilongwe,The app was easy to use and checkout was smooth.,positive
R00314,2025-01-21,Facebook,App,Mzuzu,Delivery was quick and the product quality was excellent.,positive
R00315,2025-06-16,Survey,Pricing,Thyolo,The service was fast and the staff were helpful.,positive
R00316,2025-05-27,Survey,Service,Zomba,I could not find the product and prices were confusing.,negative
R00317,2025-10-25,Survey,Delivery,Mangochi,Delivery was late and the item was damaged.,negative
R00318,2025-03-03,Survey,Product Availability,Mzimba,The service was fast and the staff were helpful.,positive
R00319,2024-03-14,Facebook,Service,Dedza,The product was available in the branch.,neutral
R00320,2025-01-08,WhatsApp,Service,Zomba,The app was easy to use and checkout was smooth.,positive
R00321,2024-04-04,Survey,Service,Mzuzu,The service was fast and the staff were helpful.,positive
R00322,2025-07-22,Facebook,Product Availability,Rumphi,The product was available in the branch.,neutral
R00323,2024-11-29,WhatsApp,Service,Rumphi,The order was completed without any major issue.,neutral
R00324,2024-01-14,WhatsApp,Product Availability,Lilongwe,The app was easy to use and checkout was smooth.,positive
R00325,2025-04-11,WhatsApp,App,Zomba,The shop was open and stocked as usual.,neutral
R00326,2024-08-06,WhatsApp,Service,Karonga,"Very good experience, clean shop and fair prices.",positive
R00327,2025-10-21,WhatsApp,Product Availability,Thyolo,The process was normal and the prices were average.,neutral
R00328,2025-04-07,WhatsApp,App,Mangochi,Delivery was quick and the product quality was excellent.,positive
R00329,2025-02-16,Survey,Delivery,Mzuzu,I bought what I needed and left.,neutral
R00330,2025-01-20,Email,Pricing,Mzuzu,Delivery was quick and the product quality was excellent.,positive
R00331,2025-02-09,Facebook,Delivery,Lilongwe,I am happy with the customer care and product availability.,positive
R00332,2024-03-19,Email,Service,Karonga,The queue was too long and staff were rude.,negative
R00333,2025-02-19,Survey,Product Availability,Mzimba,Delivery was late and the item was damaged.,negative
R00334,2025-05-29,Email,Service,Thyolo,I bought what I needed and left.,neutral
R00335,2025-11-05,App Review,Service,Zomba,The process was normal and the prices were average.,neutral
R00336,2025-10-11,Survey,Delivery,Rumphi,Delivery was quick and the product quality was excellent.,positive
R00337,2024-10-03,Facebook,Product Availability,Karonga,"Very good experience, clean shop and fair prices.",positive
R00338,2025-12-04,Facebook,Pricing,Kasungu,The product was available in the branch.,neutral
R00339,2025-06-21,App Review,Product Availability,Rumphi,I could not find the product and prices were confusing.,negative
R00340,2024-10-17,App Review,Service,Mangochi,The shop was open and stocked as usual.,neutral
R00341,2025-11-27,Facebook,Service,Zomba,The service was fast and the staff were helpful.,positive
R00342,2024-02-16,Facebook,Service,Zomba,The app kept failing and payment did not go through.,negative
R00343,2024-05-05,Email,App,Mzuzu,The product was available in the branch.,neutral
R00344,2025-02-15,Email,Pricing,Mzimba,The shop was open and stocked as usual.,neutral
R00345,2025-04-05,Email,App,Karonga,The order was completed without any major issue.,neutral
R00346,2025-09-20,Email,Delivery,Mzimba,The queue was too long and staff were rude.,negative
R00347,2025-12-20,App Review,App,Dedza,"Very good experience, clean shop and fair prices.",positive
R00348,2024-10-20,Email,Pricing,Karonga,The service was fast and the staff were helpful.,positive
R00349,2024-05-27,App Review,Service,Mangochi,I am happy with the customer care and product availability.,positive
R00350,2025-07-18,WhatsApp,Delivery,Dedza,I am happy with the customer care and product availability.,positive
R00351,2025-02-28,Survey,Product Availability,Mzimba,I bought what I needed and left.,neutral
R00352,2024-04-04,App Review,App,Salima,The service was fast and the staff were helpful.,positive
R00353,2025-12-25,Survey,Product Availability,Thyolo,The process was normal and the prices were average.,neutral
R00354,2025-06-02,Facebook,Pricing,Karonga,The app was easy to use and checkout was smooth.,positive
R00355,2024-09-14,Email,Delivery,Karonga,"Very good experience, clean shop and fair prices.",positive
R00356,2024-10-02,Survey,Pricing,Lilongwe,Delivery was quick and the product quality was excellent.,positive
R00357,2025-03-11,Facebook,Pricing,Salima,The queue was too long and staff were rude.,negative
R00358,2024-10-25,App Review,Product Availability,Karonga,The shop was open and stocked as usual.,neutral
R00359,2025-07-07,Facebook,Delivery,Karonga,The app kept failing and payment did not go through.,negative
R00360,2024-04-02,Email,Pricing,Lilongwe,The service was poor and no one helped me.,negative
R00361,2024-11-22,App Review,Pricing,Kasungu,The service was fast and the staff were helpful.,positive
R00362,2024-01-16,App Review,Pricing,Kasungu,I could not find the product and prices were confusing.,negative
R00363,2025-06-22,App Review,App,Dedza,The product was available in the branch.,neutral
R00364,2024-02-26,Email,Delivery,Mzuzu,I am happy with the customer care and product availability.,positive
R00365,2025-07-14,Facebook,Delivery,Dedza,Delivery was quick and the product quality was excellent.,positive
R00366,2025-05-27,WhatsApp,Pricing,Blantyre,The service was poor and no one helped me.,negative
R00367,2024-04-21,Facebook,Delivery,Lilongwe,The queue was too long and staff were rude.,negative
R00368,2024-01-12,Facebook,Delivery,Mangochi,"Very good experience, clean shop and fair prices.",positive
R00369,2024-03-28,WhatsApp,Service,Karonga,The service was fast and the staff were helpful.,positive
R00370,2025-04-15,Facebook,App,Thyolo,Delivery was quick and the product quality was excellent.,positive
R00371,2025-05-03,Email,Product Availability,Rumphi,I am happy with the customer care and product availability.,positive
R00372,2024-03-03,WhatsApp,Service,Karonga,I bought what I needed and left.,neutral
R00373,2025-04-16,App Review,Pricing,Dedza,"Very good experience, clean shop and fair prices.",positive
R00374,2025-10-23,App Review,Product Availability,Zomba,I am happy with the customer care and product availability.,positive
R00375,2024-04-16,WhatsApp,Product Availability,Dedza,The app kept failing and payment did not go through.,negative
R00376,2024-06-11,Facebook,Pricing,Rumphi,The app was easy to use and checkout was smooth.,positive
R00377,2024-05-17,Facebook,Delivery,Dedza,Delivery was late and the item was damaged.,negative
R00378,2024-08-18,App Review,Product Availability,Rumphi,The service was fast and the staff were helpful.,positive
R00379,2024-08-14,WhatsApp,Service,Mzimba,The service was fast and the staff were helpful.,positive
R00380,2025-05-28,App Review,Delivery,Salima,"Very good experience, clean shop and fair prices.",positive
R00381,2025-08-16,Email,App,Mzuzu,Delivery was quick and the product quality was excellent.,positive
R00382,2025-12-17,App Review,Product Availability,Zomba,"Very good experience, clean shop and fair prices.",positive
R00383,2024-12-23,Email,Pricing,Mzimba,Delivery was late and the item was damaged.,negative
R00384,2024-08-08,WhatsApp,Service,Kasungu,The queue was too long and staff were rude.,negative
R00385,2025-07-24,WhatsApp,Service,Thyolo,The shop was open and stocked as usual.,neutral
R00386,2024-11-04,Facebook,Product Availability,Mzimba,The service was poor and no one helped me.,negative
R00387,2025-02-15,App Review,Pricing,Mzuzu,Delivery was quick and the product quality was excellent.,positive
R00388,2024-07-27,Email,Pricing,Zomba,I bought what I needed and left.,neutral
R00389,2024-09-03,Facebook,App,Karonga,The shop was open and stocked as usual.,neutral
R00390,2025-02-02,Facebook,App,Thyolo,I could not find the product and prices were confusing.,negative
R00391,2024-10-04,App Review,App,Mzuzu,"Very good experience, clean shop and fair prices.",positive
R00392,2025-12-28,Email,Pricing,Mangochi,Delivery was late and the item was damaged.,negative
R00393,2024-09-02,Survey,Product Availability,Thyolo,The service was fast and the staff were helpful.,positive
R00394,2025-10-02,Facebook,App,Zomba,I could not find the product and prices were confusing.,negative
R00395,2025-09-21,Survey,Product Availability,Zomba,The app kept failing and payment did not go through.,negative
R00396,2024-09-24,WhatsApp,Pricing,Salima,I bought what I needed and left.,neutral
R00397,2025-06-05,Facebook,Pricing,Mzimba,I bought what I needed and left.,neutral
R00398,2024-06-02,Survey,Delivery,Blantyre,I could not find the product and prices were confusing.,negative
R00399,2024-02-11,Survey,Product Availability,Mzuzu,The product was available in the branch.,neutral
R00400,2024-10-26,Survey,App,Mzimba,The service was poor and no one helped me.,negative
R00401,2024-01-10,App Review,App,Mzimba,The queue was too long and staff were rude.,negative
R00402,2024-10-24,App Review,Product Availability,Rumphi,"Very good experience, clean shop and fair prices.",positive
R00403,2024-06-28,Email,Service,Dedza,"Very good experience, clean shop and fair prices.",positive
R00404,2025-08-09,Survey,Pricing,Rumphi,"Very good experience, clean shop and fair prices.",positive
R00405,2024-11-17,Email,App,Thyolo,The shop was open and stocked as usual.,neutral
R00406,2024-03-09,Survey,Product Availability,Lilongwe,The shop was open and stocked as usual.,neutral
R00407,2025-04-26,Facebook,Service,Rumphi,"Very good experience, clean shop and fair prices.",positive
R00408,2025-05-18,Survey,Product Availability,Karonga,The shop was open and stocked as usual.,neutral
R00409,2025-01-25,Facebook,Pricing,Kasungu,The order was completed without any major issue.,neutral
R00410,2025-08-18,Survey,Service,Karonga,The service was fast and the staff were helpful.,positive
R00411,2024-08-03,App Review,Product Availability,Thyolo,The product was available in the branch.,neutral
R00412,2025-09-09,Facebook,Service,Salima,Delivery was quick and the product quality was excellent.,positive
R00413,2024-04-22,App Review,Service,Zomba,The queue was too long and staff were rude.,negative
R00414,2025-01-17,Email,Service,Mzuzu,I am happy with the customer care and product availability.,positive
R00415,2024-04-02,Email,Service,Rumphi,Delivery was quick and the product quality was excellent.,positive
R00416,2024-07-29,Facebook,Service,Rumphi,Delivery was late and the item was damaged.,negative
R00417,2025-04-21,Facebook,App,Karonga,The app was easy to use and checkout was smooth.,positive
R00418,2025-12-09,WhatsApp,Pricing,Rumphi,The shop was open and stocked as usual.,neutral
R00419,2024-03-01,Email,Pricing,Karonga,Delivery was late and the item was damaged.,negative
R00420,2024-10-12,Survey,Service,Kasungu,Delivery was late and the item was damaged.,negative
R00421,2025-02-09,WhatsApp,Product Availability,Karonga,Delivery was quick and the product quality was excellent.,positive
R00422,2024-03-27,Survey,App,Salima,The app was easy to use and checkout was smooth.,positive
R00423,2024-05-10,Survey,Delivery,Dedza,I am happy with the customer care and product availability.,positive
R00424,2025-02-25,WhatsApp,Product Availability,Karonga,The service was poor and no one helped me.,negative
R00425,2024-02-10,Facebook,Product Availability,Dedza,The shop was open and stocked as usual.,neutral
R00426,2024-02-29,WhatsApp,Product Availability,Rumphi,Delivery was quick and the product quality was excellent.,positive
R00427,2024-06-04,App Review,Product Availability,Lilongwe,The service was poor and no one helped me.,negative
R00428,2025-11-11,App Review,Pricing,Mzuzu,The service was poor and no one helped me.,negative
R00429,2025-09-29,Survey,Service,Blantyre,The service was poor and no one helped me.,negative
R00430,2025-12-03,Email,Service,Lilongwe,"Very good experience, clean shop and fair prices.",positive
R00431,2024-10-06,App Review,Product Availability,Rumphi,I bought what I needed and left.,neutral
R00432,2024-01-12,App Review,Service,Mzuzu,The shop was open and stocked as usual.,neutral
R00433,2024-06-23,Email,Delivery,Dedza,Delivery was quick and the product quality was excellent.,positive
R00434,2024-11-22,Facebook,Product Availability,Salima,Delivery was quick and the product quality was excellent.,positive
R00435,2024-01-22,WhatsApp,Pricing,Karonga,The app kept failing and payment did not go through.,negative
R00436,2024-11-12,Survey,Product Availability,Kasungu,The process was normal and the prices were average.,neutral
R00437,2025-10-28,Survey,App,Mzimba,Delivery was quick and the product quality was excellent.,positive
R00438,2025-09-17,Email,App,Dedza,I am happy with the customer care and product availability.,positive
R00439,2025-04-03,Survey,Pricing,Lilongwe,The app was easy to use and checkout was smooth.,positive
R00440,2024-03-27,Survey,Service,Karonga,The app was easy to use and checkout was smooth.,positive
R00441,2024-07-25,Facebook,App,Mzuzu,The product was available in the branch.,neutral
R00442,2025-09-09,WhatsApp,Service,Blantyre,The service was fast and the staff were helpful.,positive
R00443,2025-11-29,Email,Service,Salima,The service was fast and the staff were helpful.,positive
R00444,2024-03-27,Email,App,Salima,Delivery was quick and the product quality was excellent.,positive
R00445,2024-03-27,App Review,App,Rumphi,Delivery was quick and the product quality was excellent.,positive
R00446,2025-07-08,Email,Product Availability,Zomba,The process was normal and the prices were average.,neutral
R00447,2025-11-21,WhatsApp,Service,Mangochi,The product was available in the branch.,neutral
R00448,2024-03-21,Facebook,Pricing,Mzuzu,I am happy with the customer care and product availability.,positive
R00449,2025-03-28,WhatsApp,Service,Kasungu,I am happy with the customer care and product availability.,positive
R00450,2024-03-15,Facebook,App,Blantyre,"Very good experience, clean shop and fair prices.",positive
R00451,2024-02-26,Facebook,Product Availability,Zomba,The queue was too long and staff were rude.,negative
R00452,2025-10-31,App Review,Product Availability,Thyolo,"Very good experience, clean shop and fair prices.",positive
R00453,2024-01-10,WhatsApp,Product Availability,Zomba,I bought what I needed and left.,neutral
R00454,2025-09-24,Email,Service,Mzimba,The shop was open and stocked as usual.,neutral
R00455,2024-11-17,WhatsApp,Service,Thyolo,The queue was too long and staff were rude.,negative
R00456,2025-01-03,WhatsApp,App,Kasungu,The process was normal and the prices were average.,neutral
R00457,2025-06-02,App Review,App,Kasungu,The service was poor and no one helped me.,negative
R00458,2024-05-07,Facebook,App,Mangochi,The app kept failing and payment did not go through.,negative
R00459,2025-04-22,Email,Pricing,Rumphi,Delivery was quick and the product quality was excellent.,positive
R00460,2025-03-18,App Review,Delivery,Rumphi,The order was completed without any major issue.,neutral
R00461,2025-04-06,App Review,Delivery,Zomba,I could not find the product and prices were confusing.,negative
R00462,2024-04-23,Survey,App,Salima,I am happy with the customer care and product availability.,positive
R00463,2025-10-12,Survey,App,Lilongwe,The queue was too long and staff were rude.,negative
R00464,2025-02-19,App Review,Pricing,Rumphi,I could not find the product and prices were confusing.,negative
R00465,2025-10-17,App Review,Delivery,Lilongwe,The product was available in the branch.,neutral
R00466,2024-10-01,Email,Delivery,Thyolo,The app was easy to use and checkout was smooth.,positive
R00467,2025-10-03,Facebook,Delivery,Karonga,I am happy with the customer care and product availability.,positive
R00468,2025-07-12,WhatsApp,Pricing,Zomba,I bought what I needed and left.,neutral
R00469,2025-09-15,Email,App,Karonga,The order was completed without any major issue.,neutral
R00470,2025-05-27,Facebook,Product Availability,Kasungu,I bought what I needed and left.,neutral
R00471,2024-03-11,Survey,Pricing,Salima,The order was completed without any major issue.,neutral
R00472,2024-10-07,Email,Delivery,Thyolo,"Very good experience, clean shop and fair prices.",positive
R00473,2025-10-12,WhatsApp,Pricing,Dedza,Delivery was late and the item was damaged.,negative
R00474,2024-01-22,Survey,Product Availability,Mzuzu,The service was fast and the staff were helpful.,positive
R00475,2025-12-20,Email,App,Rumphi,I am happy with the customer care and product availability.,positive
R00476,2025-06-23,App Review,Service,Blantyre,The shop was open and stocked as usual.,neutral
R00477,2025-03-14,WhatsApp,Delivery,Blantyre,The product was available in the branch.,neutral
R00478,2024-08-03,Survey,Pricing,Blantyre,The service was poor and no one helped me.,negative
R00479,2025-06-28,Email,Product Availability,Kasungu,The process was normal and the prices were average.,neutral
R00480,2025-04-08,WhatsApp,Pricing,Blantyre,The process was normal and the prices were average.,neutral
R00481,2024-02-16,App Review,Delivery,Rumphi,The app was easy to use and checkout was smooth.,positive
R00482,2025-03-11,Survey,Pricing,Mzimba,"Very good experience, clean shop and fair prices.",positive
R00483,2024-11-21,Facebook,Service,Lilongwe,Delivery was late and the item was damaged.,negative
R00484,2024-06-01,Email,Delivery,Salima,The service was poor and no one helped me.,negative
R00485,2025-04-25,Facebook,Delivery,Mzimba,The process was normal and the prices were average.,neutral
R00486,2025-05-13,App Review,Service,Lilongwe,The process was normal and the prices were average.,neutral
R00487,2024-03-15,Email,App,Karonga,"Very good experience, clean shop and fair prices.",positive
R00488,2024-05-31,Facebook,Product Availability,Kasungu,The service was poor and no one helped me.,negative
R00489,2025-07-18,App Review,Service,Mangochi,I bought what I needed and left.,neutral
R00490,2025-05-30,Facebook,Pricing,Zomba,The service was fast and the staff were helpful.,positive
R00491,2025-12-12,App Review,App,Kasungu,I could not find the product and prices were confusing.,negative
R00492,2024-01-30,Survey,Service,Mzimba,The process was normal and the prices were average.,neutral
R00493,2025-01-04,WhatsApp,Product Availability,Kasungu,Delivery was quick and the product quality was excellent.,positive
R00494,2025-12-26,Survey,Pricing,Mangochi,I am happy with the customer care and product availability.,positive
R00495,2025-04-10,Survey,App,Salima,The order was completed without any major issue.,neutral
R00496,2025-01-31,WhatsApp,Service,Zomba,I bought what I needed and left.,neutral
R00497,2025-05-29,WhatsApp,Service,Kasungu,The product was available in the branch.,neutral
R00498,2025-07-03,Survey,Pricing,Mzuzu,The service was poor and no one helped me.,negative
R00499,2024-10-12,App Review,Pricing,Dedza,"Very good experience, clean shop and fair prices.",positive
R00500,2025-05-23,Email,Pricing,Kasungu,I am happy with the customer care and product availability.,positive
R00501,2025-11-14,Facebook,Product Availability,Rumphi,Delivery was late and the item was damaged.,negative
R00502,2025-09-22,Survey,Service,Kasungu,The product was available in the branch.,neutral
R00503,2025-04-26,WhatsApp,Delivery,Lilongwe,The queue was too long and staff were rude.,negative
R00504,2025-05-07,Survey,Delivery,Salima,The service was fast and the staff were helpful.,positive
R00505,2024-04-25,Survey,App,Blantyre,The app kept failing and payment did not go through.,negative
R00506,2024-01-05,WhatsApp,App,Karonga,The product was available in the branch.,neutral
R00507,2024-06-15,Email,App,Lilongwe,The shop was open and stocked as usual.,neutral
R00508,2025-07-14,WhatsApp,Pricing,Mangochi,The app was easy to use and checkout was smooth.,positive
R00509,2024-12-22,WhatsApp,App,Mzimba,I am happy with the customer care and product availability.,positive
R00510,2025-05-26,Facebook,Product Availability,Mzimba,The product was available in the branch.,neutral
R00511,2024-11-02,WhatsApp,Pricing,Zomba,The shop was open and stocked as usual.,neutral
R00512,2024-02-17,WhatsApp,Product Availability,Mangochi,The process was normal and the prices were average.,neutral
R00513,2024-03-27,App Review,Delivery,Thyolo,I could not find the product and prices were confusing.,negative
R00514,2024-11-22,App Review,App,Lilongwe,I am happy with the customer care and product availability.,positive
R00515,2024-02-28,Email,Delivery,Mzimba,The queue was too long and staff were rude.,negative
R00516,2024-05-03,Email,App,Thyolo,Delivery was late and the item was damaged.,negative
R00517,2025-09-24,Email,App,Blantyre,The app kept failing and payment did not go through.,negative
R00518,2024-08-03,App Review,Service,Zomba,The app kept failing and payment did not go through.,negative
R00519,2025-12-09,Survey,Delivery,Mzuzu,The app kept failing and payment did not go through.,negative
R00520,2025-12-27,Email,Delivery,Dedza,The queue was too long and staff were rude.,negative
R00521,2025-11-20,App Review,Delivery,Rumphi,I am happy with the customer care and product availability.,positive
R00522,2024-04-04,Email,Pricing,Thyolo,The service was poor and no one helped me.,negative
R00523,2025-11-07,Survey,Pricing,Rumphi,"Very good experience, clean shop and fair prices.",positive
R00524,2024-03-04,Email,Delivery,Mzuzu,"Very good experience, clean shop and fair prices.",positive
R00525,2025-10-23,WhatsApp,Service,Mzuzu,Delivery was late and the item was damaged.,negative
R00526,2025-03-31,Facebook,Delivery,Mangochi,"Very good experience, clean shop and fair prices.",positive
R00527,2024-04-12,Email,Pricing,Mzuzu,The service was fast and the staff were helpful.,positive
R00528,2025-03-03,WhatsApp,Pricing,Mzuzu,The process was normal and the prices were average.,neutral
R00529,2025-02-02,Facebook,Delivery,Rumphi,The product was available in the branch.,neutral
R00530,2024-05-10,Survey,Service,Lilongwe,"Very good experience, clean shop and fair prices.",positive
R00531,2024-04-08,Email,Product Availability,Thyolo,I am happy with the customer care and product availability.,positive
R00532,2025-04-14,Survey,Pricing,Kasungu,The shop was open and stocked as usual.,neutral
R00533,2024-12-14,Facebook,Product Availability,Mzimba,The app kept failing and payment did not go through.,negative
R00534,2024-11-30,Email,App,Mzuzu,I am happy with the customer care and product availability.,positive
R00535,2025-10-15,App Review,Pricing,Salima,The queue was too long and staff were rude.,negative
R00536,2024-05-26,Survey,Delivery,Mzuzu,I bought what I needed and left.,neutral
R00537,2024-09-13,WhatsApp,Service,Mzuzu,The queue was too long and staff were rude.,negative
R00538,2024-07-17,App Review,Pricing,Mzuzu,I am happy with the customer care and product availability.,positive
R00539,2024-05-03,App Review,Delivery,Dedza,I could not find the product and prices were confusing.,negative
R00540,2024-02-11,WhatsApp,Delivery,Dedza,The app was easy to use and checkout was smooth.,positive
R00541,2025-03-20,App Review,Pricing,Zomba,I could not find the product and prices were confusing.,negative
R00542,2025-02-01,App Review,App,Rumphi,I am happy with the customer care and product availability.,positive
R00543,2024-08-07,Facebook,Service,Salima,The service was fast and the staff were helpful.,positive
R00544,2024-12-31,Facebook,App,Rumphi,The process was normal and the prices were average.,neutral
R00545,2024-12-10,WhatsApp,Pricing,Mangochi,The service was fast and the staff were helpful.,positive
R00546,2024-08-08,App Review,Product Availability,Dedza,The service was fast and the staff were helpful.,positive
R00547,2024-08-13,Email,Pricing,Karonga,The service was fast and the staff were helpful.,positive
R00548,2025-02-21,Email,App,Zomba,I bought what I needed and left.,neutral
R00549,2024-01-13,App Review,Service,Blantyre,The queue was too long and staff were rude.,negative
R00550,2024-03-27,Survey,App,Salima,I could not find the product and prices were confusing.,negative
R00551,2025-07-13,Survey,Service,Dedza,Delivery was late and the item was damaged.,negative
R00552,2024-10-02,Email,Service,Kasungu,The service was fast and the staff were helpful.,positive
R00553,2024-06-06,App Review,Product Availability,Mzimba,The process was normal and the prices were average.,neutral
R00554,2024-09-19,App Review,Delivery,Karonga,The service was poor and no one helped me.,negative
R00555,2025-06-19,WhatsApp,Service,Rumphi,"Very good experience, clean shop and fair prices.",positive
R00556,2024-01-13,Survey,Product Availability,Thyolo,The app was easy to use and checkout was smooth.,positive
R00557,2024-01-16,Survey,Service,Lilongwe,Delivery was late and the item was damaged.,negative
R00558,2025-10-22,App Review,App,Rumphi,Delivery was quick and the product quality was excellent.,positive
R00559,2025-12-21,Survey,Service,Salima,The queue was too long and staff were rude.,negative
R00560,2025-05-02,Facebook,App,Zomba,I could not find the product and prices were confusing.,negative
R00561,2024-06-27,App Review,Product Availability,Zomba,I bought what I needed and left.,neutral
R00562,2024-06-09,Email,Delivery,Rumphi,The product was available in the branch.,neutral
R00563,2025-12-05,Facebook,Service,Kasungu,Delivery was late and the item was damaged.,negative
R00564,2025-09-23,Survey,Delivery,Thyolo,Delivery was quick and the product quality was excellent.,positive
R00565,2025-10-26,Survey,Product Availability,Rumphi,I bought what I needed and left.,neutral
R00566,2025-04-06,Survey,App,Zomba,The product was available in the branch.,neutral
R00567,2024-11-15,Email,Service,Thyolo,"Very good experience, clean shop and fair prices.",positive
R00568,2024-12-29,Email,Delivery,Lilongwe,Delivery was quick and the product quality was excellent.,positive
