review_id,review_date,channel,topic,district,review_text,sentiment_label
R00569,2025-06-28,WhatsApp,Service,Dedza,I am happy with the customer care and product availability.,positive
R00570,2025-10-09,Email,Product Availability,Mzimba,I am happy with the customer care and product availability.,positive
R00571,2025-06-10,WhatsApp,Delivery,Salima,The app kept failing and payment did not go through.,negative
R00572,2024-11-28,WhatsApp,Pricing,Rumphi,I could not find the product and prices were confusing.,negative
R00573,2024-07-13,Facebook,Service,Lilongwe,"Very good experience, clean shop and fair prices.",positive
R00574,2025-05-19,App Review,Pricing,Mzimba,I could not find the product and prices were confusing.,negative
R00575,2024-09-19,Facebook,App,Mzimba,The shop was open and stocked as usual.,neutral
R00576,2024-10-02,App Review,Product Availability,Karonga,I bought what I needed and left.,neutral
R00577,2024-07-25,Email,Service,Zomba,The shop was open and stocked as usual.,neutral
R00578,2024-07-14,WhatsApp,Product Availability,Mzimba,The shop was open and stocked as usual.,neutral
R00579,2025-10-29,Facebook,Service,Salima,The service was fast and the staff were helpful.,positive
R00580,2025-04-29,App Review,Pricing,Kasungu,The service was poor and no one helped me.,negative
R00581,2025-03-14,Email,Service,Blantyre,I could not find the product and prices were confusing.,negative
R00582,2025-02-23,Facebook,Delivery,Mzimba,The service was fast and the staff were helpful.,positive
R00583,2025-09-14,WhatsApp,Delivery,Zomba,Delivery was quick and the product quality was excellent.,positive
R00584,2024-11-19,Survey,Service,Lilongwe,The service was poor and no one helped me.,negative
R00585,2025-12-29,App Review,App,Mzimba,"Very good experience, clean shop and fair prices.",positive
R00586,2025-05-29,Survey,Pricing,Rumphi,The order was completed without any major issue.,neutral
R00587,2025-09-10,Facebook,Product Availability,Zomba,The process was normal and the prices were average.,neutral
R00588,2024-01-18,WhatsApp,Pricing,Mzimba,The service was poor and no one helped me.,negative
R00589,2025-10-28,Survey,Delivery,Mzimba,The shop was open and stocked as usual.,neutral
R00590,2025-09-17,Email,Pricing,Zomba,The service was poor and no one helped me.,negative
R00591,2025-02-24,Survey,Service,Mzimba,"Very good experience, clean shop and fair prices.",positive
R00592,2024-02-23,Email,Delivery,Rumphi,I bought what I needed and left.,neutral
R00593,2024-05-13,Survey,App,Zomba,The queue was too long and staff were rude.,negative
R00594,2025-06-05,Facebook,App,Lilongwe,The service was fast and the staff were helpful.,positive
R00595,2025-09-08,Facebook,App,Rumphi,I am happy with the customer care and product availability.,positive
R00596,2025-10-20,Facebook,Product Availability,Mzuzu,The order was completed without any major issue.,neutral
R00597,2024-07-22,Facebook,Pricing,Lilongwe,"Very good experience, clean shop and fair prices.",positive
R00598,2025-09-23,App Review,Product Availability,Zomba,The product was available in the branch.,neutral
R00599,2025-11-13,Survey,Service,Salima,I bought what I needed and left.,neutral
R00600,2024-02-05,App Review,Pricing,Zomba,Delivery was late and the item was damaged.,negative
R00601,2025-10-06,Survey,Delivery,Salima,The app kept failing and payment did not go through.,negative
R00602,2024-07-16,Facebook,Product Availability,Lilongwe,The process was normal and the prices were average.,neutral
R00603,2025-05-11,Email,Service,Salima,The app kept failing and payment did not go through.,negative
R00604,2025-06-12,Survey,Delivery,Blantyre,The order was completed without any major issue.,neutral
R00605,2024-05-23,Email,Service,Mzimba,Delivery was quick and the product quality was excellent.,positive
R00606,2025-05-09,Email,Service,Mzuzu,The process was normal and the prices were average.,neutral
R00607,2025-01-16,App Review,App,Blantyre,The app kept failing and payment did not go through.,negative
R00608,2024-07-07,Survey,Service,Mzimba,Delivery was quick and the product quality was excellent.,positive
R00609,2024-01-14,Facebook,App,Zomba,Delivery was quick and the product quality was excellent.,positive
R00610,2024-11-19,App Review,App,Mangochi,I could not find the product and prices were confusing.,negative
R00611,2024-03-07,Facebook,App,Kasungu,I could not find the product and prices were confusing.,negative
R00612,2024-01-16,Survey,Service,Dedza,I bought what I needed and left.,neutral
R00613,2025-03-21,Email,Pricing,Lilongwe,The app was easy to use and checkout was smooth.,positive
R00614,2025-05-25,Survey,App,Kasungu,I am happy with the customer care and product availability.,positive
R00615,2025-06-21,Survey,Pricing,Thyolo,I could not find the product and prices were confusing.,negative
R00616,2024-09-13,Facebook,Pricing,Rumphi,"Very good experience, clean shop and fair prices.",positive
R00617,2025-08-27,Survey,Product Availability,Salima,"Very good experience, clean shop and fair prices.",positive
R00618,2024-06-17,Survey,Delivery,Kasungu,Delivery was late and the item was damaged.,negative
R00619,2024-01-04,App Review,Pricing,Rumphi,The app was easy to use and checkout was smooth.,positive
R00620,2024-03-03,Survey,Service,Blantyre,Delivery was quick and the product quality was excellent.,positive
R00621,2025-09-16,WhatsApp,Product Availability,Mangochi,The service was fast and the staff were helpful.,positive
R00622,2024-05-07,WhatsApp,Pricing,Zomba,The service was fast and the staff were helpful.,positive
R00623,2024-05-09,WhatsApp,Service,Lilongwe,The service was fast and the staff were helpful.,positive
R00624,2024-01-25,WhatsApp,Product Availability,Rumphi,I bought what I needed and left.,neutral
R00625,2024-09-15,Survey,Product Availability,Thyolo,"Very good experience, clean shop and fair prices.",positive
R00626,2025-09-12,App Review,Delivery,Salima,The app was easy to use and checkout was smooth.,positive
R00627,2024-08-10,App Review,Pricing,Karonga,Delivery was quick and the product quality was excellent.,positive
R00628,2024-03-22,Facebook,Product Availability,Karonga,Delivery was late and the item was damaged.,negative
R00629,2024-12-07,Facebook,Product Availability,Mzimba,I could not find the product and prices were confusing.,negative
R00630,2025-07-30,Survey,Pricing,Lilongwe,The order was completed without any major issue.,neutral
R00631,2025-01-16,WhatsApp,Delivery,Mzuzu,"Very good experience, clean shop and fair prices.",positive
R00632,2025-03-17,Facebook,Delivery,Lilongwe,"Very good experience, clean shop and fair prices.",positive
R00633,2024-07-21,Email,Delivery,Mzimba,Delivery was quick and the product quality was excellent.,positive
R00634,2024-05-05,Facebook,App,Dedza,I am happy with the customer care and product availability.,positive
R00635,2024-10-23,WhatsApp,App,Mangochi,"Very good experience, clean shop and fair prices.",positive
R00636,2025-05-05,App Review,Product Availability,Mzuzu,"Very good experience, clean shop and fair prices.",positive
R00637,2025-06-02,App Review,Service,Karonga,The queue was too long and staff were rude.,negative
R00638,2024-08-15,Facebook,Delivery,Zomba,The app kept failing and payment did not go through.,negative
R00639,2025-07-28,Survey,Product Availability,Lilongwe,I bought what I needed and left.,neutral
R00640,2024-02-05,Survey,Service,Mzimba,I bought what I needed and left.,neutral
R00641,2024-03-26,Survey,Product Availability,Blantyre,Delivery was quick and the product quality was excellent.,positive
R00642,2025-10-13,Survey,Service,Rumphi,The service was fast and the staff were helpful.,positive
R00643,2025-10-05,Facebook,Service,Zomba,The app was easy to use and checkout was smooth.,positive
R00644,2025-11-20,App Review,Delivery,Zomba,"Very good experience, clean shop and fair prices.",positive
R00645,2024-12-07,App Review,Delivery,Thyolo,The product was available in the branch.,neutral
R00646,2024-02-07,Survey,Service,Mzuzu,The order was completed without any major issue.,neutral
R00647,2024-09-12,App Review,Product Availability,Mzimba,The service was poor and no one helped me.,negative
R00648,2024-08-19,WhatsApp,Product Availability,Dedza,The process was normal and the prices were average.,neutral
R00649,2025-07-07,Email,App,Salima,I am happy with the customer care and product availability.,positive
R00650,2025-02-24,Facebook,Service,Zomba,The app kept failing and payment did not go through.,negative
R00651,2025-01-19,Survey,Pricing,Mzimba,I am happy with the customer care and product availability.,positive
R00652,2024-03-04,WhatsApp,App,Karonga,I could not find the product and prices were confusing.,negative
R00653,2025-10-05,Facebook,Service,Mangochi,"Very good experience, clean shop and fair prices.",positive
R00654,2025-08-13,App Review,Product Availability,Salima,The app was easy to use and checkout was smooth.,positive
R00655,2025-11-28,App Review,Delivery,Thyolo,The product was available in the branch.,neutral
R00656,2025-11-15,Facebook,Pricing,Thyolo,The service was fast and the staff were helpful.,positive
R00657,2024-09-03,Survey,App,Mangochi,I could not find the product and prices were confusing.,negative
R00658,2024-05-30,Email,Delivery,Dedza,"Very good experience, clean shop and fair prices.",positive
R00659,2024-01-31,Facebook,Product Availability,Mzuzu,I am happy with the customer care and product availability.,positive
R00660,2025-09-12,Survey,Product Availability,Thyolo,Delivery was quick and the product quality was excellent.,positive
R00661,2024-05-17,App Review,App,Mzimba,Delivery was quick and the product quality was excellent.,positive
R00662,2025-12-22,Email,Delivery,Thyolo,Delivery was quick and the product quality was excellent.,positive
R00663,2024-02-23,App Review,Product Availability,Mangochi,I bought what I needed and left.,neutral
R00664,2025-04-21,App Review,Product Availability,Thyolo,The product was available in the branch.,neutral
R00665,2024-01-30,Email,Delivery,Mzimba,"Very good experience, clean shop and fair prices.",positive
R00666,2025-12-24,WhatsApp,Delivery,Mzuzu,The service was poor and no one helped me.,negative
R00667,2024-04-29,Survey,App,Mzuzu,Delivery was late and the item was damaged.,negative
R00668,2025-07-26,App Review,Pricing,Kasungu,The app was easy to use and checkout was smooth.,positive
R00669,2025-11-05,App Review,Delivery,Zomba,The queue was too long and staff were rude.,negative
R00670,2024-01-14,WhatsApp,Service,Thyolo,The process was normal and the prices were average.,neutral
R00671,2025-02-04,Email,Service,Rumphi,I am happy with the customer care and product availability.,positive
R00672,2025-02-13,WhatsApp,Pricing,Dedza,The app was easy to use and checkout was smooth.,positive
R00673,2024-10-15,Survey,Service,Zomba,The order was completed without any major issue.,neutral
R00674,2025-03-07,WhatsApp,Delivery,Kasungu,Delivery was late and the item was damaged.,negative
R00675,2024-10-10,WhatsApp,App,Kasungu,The app kept failing and payment did not go through.,negative
R00676,2025-11-06,Survey,Pricing,Lilongwe,The shop was open and stocked as usual.,neutral
R00677,2024-08-30,WhatsApp,App,Karonga,The product was available in the branch.,neutral
R00678,2024-07-10,WhatsApp,App,Zomba,I am happy with the customer care and product availability.,positive
R00679,2025-05-12,WhatsApp,App,Mzuzu,The order was completed without any major issue.,neutral
R00680,2024-07-07,Survey,Delivery,Thyolo,The app was easy to use and checkout was smooth.,positive
R00681,2025-04-02,Email,Delivery,Lilongwe,I am happy with the customer care and product availability.,positive
R00682,2024-08-22,Email,Product Availability,Blantyre,The process was normal and the prices were average.,neutral
R00683,2024-07-04,Facebook,Pricing,Rumphi,The app kept failing and payment did not go through.,negative
R00684,2024-11-11,App Review,Delivery,Mangochi,The service was fast and the staff were helpful.,positive
R00685,2024-03-07,Facebook,Service,Salima,Delivery was quick and the product quality was excellent.,positive
R00686,2024-12-22,Email,Pricing,Blantyre,The app was easy to use and checkout was smooth.,positive
R00687,2025-12-24,Email,Product Availability,Lilongwe,The order was completed without any major issue.,neutral
R00688,2024-10-09,WhatsApp,Product Availability,Salima,The app was easy to use and checkout was smooth.,positive
R00689,2025-02-13,Survey,Product Availability,Kasungu,The shop was open and stocked as usual.,neutral
R00690,2025-06-20,Facebook,Pricing,Mangochi,The service was fast and the staff were helpful.,positive
R00691,2024-01-16,Facebook,Pricing,Mangochi,The service was fast and the staff were helpful.,positive
R00692,2025-02-07,Facebook,Service,Rumphi,I am happy with the customer care and product availability.,positive
R00693,2024-01-20,Survey,Product Availability,Thyolo,The app was easy to use and checkout was smooth.,positive
R00694,2025-10-26,Survey,Pricing,Zomba,The service was fast and the staff were helpful.,positive
R00695,2024-03-07,Facebook,App,Mzimba,The shop was open and stocked as usual.,neutral
R00696,2025-11-04,Facebook,App,Salima,The process was normal and the prices were average.,neutral
R00697,2024-09-30,Survey,Pricing,Lilongwe,The shop was open and stocked as usual.,neutral
R00698,2024-01-16,Facebook,Product Availability,Salima,The app was easy to use and checkout was smooth.,positive
R00699,2025-06-22,Survey,Service,Thyolo,The service was fast and the staff were helpful.,positive
R00700,2025-02-19,Email,Service,Thyolo,"Very good experience, clean shop and fair prices.",positive
R00701,2024-03-30,Email,Pricing,Karonga,I could not find the product and prices were confusing.,negative
R00702,2024-08-13,Email,Product Availability,Lilongwe,Delivery was quick and the product quality was excellent.,positive
R00703,2025-03-10,App Review,Service,Lilongwe,"Very good experience, clean shop and fair prices.",positive
R00704,2025-01-07,Survey,App,Mzuzu,Delivery was quick and the product quality was excellent.,positive
R00705,2024-08-27,App Review,Pricing,Mzimba,I am happy with the customer care and product availability.,positive
R00706,2025-06-25,App Review,App,Mangochi,I am happy with the customer care and product availability.,positive
R00707,2025-08-04,WhatsApp,Service,Mzuzu,The app was easy to use and checkout was smooth.,positive
R00708,2025-06-23,App Review,Product Availability,Kasungu,The queue was too long and staff were rude.,negative
R00709,2024-08-18,Survey,Service,Mzuzu,I bought what I needed and left.,neutral
R00710,2025-05-09,App Review,App,Mzimba,The service was fast and the staff were helpful.,positive
R00711,2025-11-19,Survey,Delivery,Salima,The app kept failing and payment did not go through.,negative
R00712,2025-01-21,WhatsApp,App,Mzimba,The service was poor and no one helped me.,negative
R00713,2024-05-12,Facebook,App,Dedza,The app was easy to use and checkout was smooth.,positive
R00714,2024-11-17,App Review,Delivery,Karonga,The product was available in the branch.,neutral
R00715,2025-09-29,Facebook,Service,Mzimba,I am happy with the customer care and product availability.,positive
R00716,2024-02-27,App Review,Pricing,Zomba,I could not find the product and prices were confusing.,negative
R00717,2024-11-01,Survey,App,Salima,Delivery was quick and the product quality was excellent.,positive
R00718,2025-05-27,Survey,App,Karonga,The service was poor and no one helped me.,negative
R00719,2024-03-10,App Review,Delivery,Salima,The service was poor and no one helped me.,negative
R00720,2025-02-14,App Review,Pricing,Blantyre,The shop was open and stocked as usual.,neutral
R00721,2024-03-15,Facebook,Delivery,Mangochi,The process was normal and the prices were average.,neutral
R00722,2025-09-12,Survey,App,Lilongwe,The app was easy to use and checkout was smooth.,positive
R00723,2025-02-24,Facebook,Delivery,Blantyre,Delivery was quick and the product quality was excellent.,positive
R00724,2025-09-19,Facebook,Product Availability,Mzuzu,The order was completed without any major issue.,neutral
R00725,2025-04-16,Email,App,Mangochi,"Very good experience, clean shop and fair prices.",positive
R00726,2024-05-06,WhatsApp,App,Thyolo,The product was available in the branch.,neutral
R00727,2024-12-10,Survey,Service,Mzimba,The order was completed without any major issue.,neutral
R00728,2025-07-24,Facebook,Delivery,Mzimba,The app was easy to use and checkout was smooth.,positive
R00729,2024-01-23,Email,Delivery,Mzimba,I am happy with the customer care and product availability.,positive
R00730,2024-09-07,Email,App,Mangochi,I am happy with the customer care and product availability.,positive
R00731,2025-02-16,App Review,Delivery,Thyolo,The product was available in the branch.,neutral
R00732,2025-12-04,Email,Service,Mzuzu,The service was poor and no one helped me.,negative
R00733,2024-08-08,Survey,Product Availability,Rumphi,The queue was too long and staff were rude.,negative
R00734,2025-06-15,App Review,Pricing,Thyolo,The shop was open and stocked as usual.,neutral
R00735,2025-03-25,Survey,Service,Mangochi,The app was easy to use and checkout was smooth.,positive
R00736,2024-10-29,Survey,Product Availability,Dedza,The product was available in the branch.,neutral
R00737,2024-05-04,Email,Pricing,Mzimba,Delivery was quick and the product quality was excellent.,positive
R00738,2025-07-31,Facebook,Product Availability,Karonga,The service was fast and the staff were helpful.,positive
R00739,2025-12-17,Survey,Product Availability,Karonga,"Very good experience, clean shop and fair prices.",positive
R00740,2025-12-08,Email,Delivery,Blantyre,The service was fast and the staff were helpful.,positive
R00741,2024-09-22,WhatsApp,Product Availability,Blantyre,The process was normal and the prices were average.,neutral
R00742,2024-08-26,Facebook,Delivery,Salima,The app was easy to use and checkout was smooth.,positive
R00743,2025-05-24,Email,Service,Salima,The service was fast and the staff were helpful.,positive
R00744,2025-01-09,Facebook,App,Zomba,The service was poor and no one helped me.,negative
R00745,2025-12-08,Survey,Product Availability,Mzimba,I am happy with the customer care and product availability.,positive
R00746,2025-10-19,Facebook,Pricing,Kasungu,"Very good experience, clean shop and fair prices.",positive
R00747,2024-06-28,Facebook,Delivery,Thyolo,The queue was too long and staff were rude.,negative
R00748,2025-04-08,App Review,Service,Zomba,Delivery was late and the item was damaged.,negative
R00749,2024-08-20,Email,Service,Thyolo,The order was completed without any major issue.,neutral
R00750,2024-06-18,Survey,App,Thyolo,Delivery was late and the item was damaged.,negative
R00751,2024-03-17,Survey,Pricing,Rumphi,I am happy with the customer care and product availability.,positive
R00752,2025-04-01,Email,Service,Mangochi,The app was easy to use and checkout was smooth.,positive
R00753,2024-01-09,Email,Delivery,Salima,The service was poor and no one helped me.,negative
R00754,2025-12-25,Survey,App,Mzimba,The process was normal and the prices were average.,neutral
R00755,2024-12-27,WhatsApp,App,Mzuzu,The service was fast and the staff were helpful.,positive
R00756,2025-10-04,App Review,Product Availability,Karonga,The service was fast and the staff were helpful.,positive
R00757,2025-03-13,Survey,Delivery,Rumphi,I am happy with the customer care and product availability.,positive
R00758,2025-07-27,Facebook,Service,Mzimba,The app kept failing and payment did not go through.,negative
R00759,2025-04-04,WhatsApp,App,Mzimba,Delivery was late and the item was damaged.,negative
R00760,2024-04-05,Email,Delivery,Karonga,I bought what I needed and left.,neutral
R00761,2024-11-14,Survey,Service,Mangochi,The app kept failing and payment did not go through.,negative
R00762,2025-12-23,Email,Delivery,Blantyre,I am happy with the customer care and product availability.,positive
R00763,2024-02-28,Survey,Product Availability,Mangochi,I could not find the product and prices were confusing.,negative
R00764,2024-05-08,App Review,Product Availability,Kasungu,The app was easy to use and checkout was smooth.,positive
R00765,2025-10-14,Email,Product Availability,Thyolo,"Very good experience, clean shop and fair prices.",positive
R00766,2025-05-11,Survey,Delivery,Salima,The app kept failing and payment did not go through.,negative
R00767,2025-09-02,Facebook,App,Dedza,"Very good experience, clean shop and fair prices.",positive
R00768,2025-10-09,App Review,App,Kasungu,I am happy with the customer care and product availability.,positive
R00769,2024-01-27,WhatsApp,Pricing,Rumphi,The shop was open and stocked as usual.,neutral
R00770,2024-06-23,Survey,App,Zomba,Delivery was quick and the product quality was excellent.,positive
R00771,2025-03-26,Survey,Pricing,Kasungu,"Very good experience, clean shop and fair prices.",positive
R00772,2025-04-23,Survey,Service,Lilongwe,The shop was open and stocked as usual.,neutral
R00773,2024-10-04,Survey,Service,Blantyre,The order was completed without any major issue.,neutral
R00774,2025-01-31,Survey,Product Availability,Salima,The service was fast and the staff were helpful.,positive
R00775,2025-12-04,WhatsApp,Pricing,Mzimba,The service was fast and the staff were helpful.,positive
R00776,2024-11-30,Facebook,Service,Kasungu,The product was available in the branch.,neutral
R00777,2025-11-03,Facebook,Pricing,Kasungu,Delivery was late and the item was damaged.,negative
R00778,2024-10-25,Email,Product Availability,Blantyre,The app was easy to use and checkout was smooth.,positive
R00779,2025-03-04,Survey,Product Availability,Salima,The process was normal and the prices were average.,neutral
R00780,2024-12-22,Email,Delivery,Blantyre,The process was normal and the prices were average.,neutral
R00781,2024-11-24,Email,Service,Dedza,Delivery was quick and the product quality was excellent.,positive
R00782,2025-02-03,Survey,Service,Mzimba,Delivery was quick and the product quality was excellent.,positive
R00783,2025-04-09,App Review,Delivery,Mangochi,The app kept failing and payment did not go through.,negative
R00784,2024-12-20,Facebook,Product Availability,Mangochi,I bought what I needed and left.,neutral
R00785,2024-01-02,App Review,Delivery,Thyolo,The app was easy to use and checkout was smooth.,positive
R00786,2024-02-07,App Review,Product Availability,Rumphi,The process was normal and the prices were average.,neutral
R00787,2024-01-30,Email,Pricing,Zomba,Delivery was late and the item was damaged.,negative
R00788,2024-05-27,Survey,Product Availability,Kasungu,The app was easy to use and checkout was smooth.,positive
R00789,2024-03-07,Survey,Service,Mangochi,The queue was too long and staff were rude.,negative
R00790,2025-09-17,Survey,Service,Lilongwe,The app was easy to use and checkout was smooth.,positive
R00791,2024-10-09,Survey,Service,Salima,Delivery was quick and the product quality was excellent.,positive
R00792,2024-12-08,WhatsApp,Pricing,Karonga,The service was fast and the staff were helpful.,positive
R00793,2025-11-15,App Review,Service,Blantyre,The app was easy to use and checkout was smooth.,positive
R00794,2024-11-23,Survey,Delivery,Thyolo,The queue was too long and staff were rude.,negative
R00795,2025-09-06,Survey,App,Mangochi,The queue was too long and staff were rude.,negative
R00796,2025-01-31,Survey,Delivery,Karonga,"Very good experience, clean shop and fair prices.",positive
R00797,2025-02-22,Email,App,Rumphi,The service was poor and no one helped me.,negative
R00798,2025-10-08,Survey,Pricing,Rumphi,The app kept failing and payment did not go through.,negative
R00799,2025-07-21,Facebook,Service,Thyolo,The app kept failing and payment did not go through.,negative
R00800,2025-04-14,WhatsApp,Pricing,Mzimba,Delivery was quick and the product quality was excellent.,positive
R00801,2024-12-01,App Review,Service,Blantyre,The shop was open and stocked as usual.,neutral
R00802,2025-09-12,Survey,Pricing,Karonga,The queue was too long and staff were rude.,negative
R00803,2025-09-30,Email,App,Dedza,The product was available in the branch.,neutral
R00804,2024-08-30,Survey,Delivery,Mzimba,Delivery was quick and the product quality was excellent.,positive
R00805,2025-05-31,Facebook,Service,Salima,The app kept failing and payment did not go through.,negative
R00806,2025-07-26,Email,Delivery,Mzimba,The service was poor and no one helped me.,negative
R00807,2024-04-25,Facebook,App,Lilongwe,The queue was too long and staff were rude.,negative
R00808,2024-08-29,App Review,Product Availability,Karonga,I am happy with the customer care and product availability.,positive
R00809,2024-12-07,App Review,Delivery,Mangochi,The process was normal and the prices were average.,neutral
R00810,2025-10-19,WhatsApp,Delivery,Kasungu,"Very good experience, clean shop and fair prices.",positive
R00811,2024-01-06,App Review,App,Rumphi,Delivery was quick and the product quality was excellent.,positive
R00812,2024-07-12,Facebook,Product Availability,Rumphi,The app was easy to use and checkout was smooth.,positive
R00813,2025-05-29,Email,Service,Mzuzu,The service was fast and the staff were helpful.,positive
R00814,2025-04-18,Facebook,Product Availability,Mangochi,The service was poor and no one helped me.,negative
R00815,2024-04-15,Email,Delivery,Thyolo,Delivery was quick and the product quality was excellent.,positive
R00816,2024-03-27,App Review,Service,Kasungu,The app was easy to use and checkout was smooth.,positive
R00817,2025-12-16,App Review,Product Availability,Karonga,The app was easy to use and checkout was smooth.,positive
R00818,2024-12-21,App Review,Pricing,Mangochi,The queue was too long and staff were rude.,negative
R00819,2025-05-12,Survey,Product Availability,Karonga,The process was normal and the prices were average.,neutral
R00820,2025-10-07,Survey,Pricing,Kasungu,The service was fast and the staff were helpful.,positive
R00821,2025-01-29,Survey,Pricing,Thyolo,The service was poor and no one helped me.,negative
R00822,2024-06-26,Facebook,Service,Blantyre,"Very good experience, clean shop and fair prices.",positive
R00823,2025-02-07,App Review,Product Availability,Dedza,The service was poor and no one helped me.,negative
R00824,2025-11-11,App Review,Delivery,Zomba,I could not find the product and prices were confusing.,negative
R00825,2024-10-07,Email,Pricing,Salima,"Very good experience, clean shop and fair prices.",positive
R00826,2024-07-30,Survey,Pricing,Lilongwe,The app was easy to use and checkout was smooth.,positive
R00827,2024-09-02,Facebook,Delivery,Salima,Delivery was late and the item was damaged.,negative
R00828,2025-09-12,Facebook,Product Availability,Lilongwe,Delivery was quick and the product quality was excellent.,positive
R00829,2025-03-05,Facebook,Pricing,Salima,I could not find the product and prices were confusing.,negative
R00830,2025-11-03,App Review,Service,Blantyre,The queue was too long and staff were rude.,negative
R00831,2025-01-01,Email,Product Availability,Zomba,The app kept failing and payment did not go through.,negative
R00832,2025-09-13,WhatsApp,App,Dedza,"Very good experience, clean shop and fair prices.",positive
R00833,2024-02-16,App Review,Pricing,Mzuzu,I could not find the product and prices were confusing.,negative
R00834,2024-12-01,Facebook,Delivery,Lilongwe,The order was completed without any major issue.,neutral
R00835,2024-05-28,WhatsApp,Product Availability,Mzuzu,The app was easy to use and checkout was smooth.,positive
R00836,2024-10-10,App Review,Service,Mangochi,Delivery was late and the item was damaged.,negative
R00837,2024-03-20,WhatsApp,Service,Zomba,The app kept failing and payment did not go through.,negative
R00838,2024-01-16,Survey,Service,Mzuzu,The service was fast and the staff were helpful.,positive
R00839,2024-06-26,Survey,Delivery,Zomba,Delivery was late and the item was damaged.,negative
R00840,2025-06-29,Survey,Pricing,Zomba,The service was fast and the staff were helpful.,positive
R00841,2025-04-25,Email,Pricing,Blantyre,I could not find the product and prices were confusing.,negative
R00842,2025-11-24,App Review,Delivery,Mangochi,Delivery was late and the item was damaged.,negative
R00843,2025-04-04,WhatsApp,Product Availability,Blantyre,I bought what I needed and left.,neutral
R00844,2024-12-10,Facebook,Pricing,Mzimba,I am happy with the customer care and product availability.,positive
R00845,2025-09-18,Email,Pricing,Mangochi,The app was easy to use and checkout was smooth.,positive
R00846,2025-02-20,WhatsApp,Delivery,Mangochi,The shop was open and stocked as usual.,neutral
R00847,2025-11-14,Email,Pricing,Zomba,The order was completed without any major issue.,neutral
R00848,2025-07-31,Email,Service,Mzuzu,"Very good experience, clean shop and fair prices.",positive
R00849,2024-06-05,App Review,App,Zomba,The process was normal and the prices were average.,neutral
R00850,2024-12-20,App Review,Pricing,Kasungu,The order was completed without any major issue.,neutral
